ranking_date,rank,name,title,country,rating,games,birth_year
27-07-08,58,"Tkachiev, Vladislav",g,FRA,2664,18,1973
27-07-08,59,"Zvjaginsev, Vadim",g,RUS,2663,10,1976
27-07-08,60,"Postny, Evgeny",g,ISR,2661,35,1981
27-07-08,61,"Sargissian, Gabriel",g,ARM,2660,33,1983
27-07-08,62,"Tregubov, Pavel V.",g,RUS,2658,36,1971
27-07-08,63,"Sokolov, Ivan",g,NED,2658,27,1968
27-07-08,64,"Dreev, Alexey",g,RUS,2657,17,1969
27-07-08,65,"Lautier, Joel",g,FRA,2657,0,1973
27-07-08,66,"Avrukh, Boris",g,ISR,2656,35,1978
27-07-08,67,"Khenkin, Igor",g,GER,2655,45,1968
27-07-08,68,"Short, Nigel D",g,ENG,2655,25,1965
27-07-08,69,"Bareev, Evgeny",g,RUS,2655,7,1966
27-07-08,70,"Sutovsky, Emil",g,ISR,2654,28,1977
27-07-08,71,"Nielsen, Peter Heine",g,DEN,2652,42,1973
27-07-08,72,"Karpov, Anatoly",g,RUS,2651,3,1951
27-07-08,73,"Timofeev, Artyom",g,RUS,2650,40,1985
27-07-08,74,"Amonatov, Farrukh",g,TJK,2650,28,1978
27-07-08,75,"Vallejo Pons, Francisco",g,ESP,2650,27,1982
27-07-08,76,"Navara, David",g,CZE,2646,43,1985
27-07-08,77,"Tomashevsky, Evgeny",g,RUS,2646,21,1987
27-07-08,78,"Afromeev, Vladimir",f,RUS,2646,0,1954
27-07-08,79,"Tiviakov, Sergei",g,NED,2645,42,1973
27-07-08,80,"Berkes, Ferenc",g,HUN,2645,31,1985
27-07-08,81,"Van Wely, Loek",g,NED,2644,31,1972
27-07-08,82,"Guseinov, Gadir",g,AZE,2643,36,1986
27-07-08,83,"Zhang, Pengxiang",g,CHN,2643,24,1980
27-07-08,84,"Kazhgaleyev, Murtas",g,KAZ,2641,19,1973
27-07-08,85,"Grachev, Boris",g,RUS,2640,22,1986
27-07-08,86,"Nyback, Tomi",g,FIN,2639,34,1985
27-07-08,87,"Lastin, Alexander",g,RUS,2639,29,1976
27-07-08,88,"Krasenkow, Michal",g,POL,2639,26,1963
27-07-08,89,"Fridman, Daniel",g,GER,2637,49,1976
27-07-08,90,"Smirin, Ilia",g,ISR,2637,22,1968
27-07-08,91,"Istratescu, Andrei",g,ROU,2636,32,1975
27-07-08,92,"Volkov, Sergey",g,RUS,2636,19,1974
27-07-08,93,"Predojevic, Borki",g,BIH,2634,41,1987
27-07-08,94,"Khalifman, Alexander",g,RUS,2634,27,1966
27-07-08,95,"Sakaev, Konstantin",g,RUS,2634,22,1974
27-07-08,96,"Seirawan, Yasser",g,USA,2634,2,1960
27-07-08,97,"Moiseenko, Alexander",g,UKR,2632,27,1980
27-07-08,98,"Zhang, Zhong",g,SIN,2632,23,1978
27-07-08,99,"Sadvakasov, Darmen",g,KAZ,2632,9,1979
27-07-08,100,"Korneev, Oleg",g,RUS,2631,47,1969
27-07-08,101,"Gurevich, Mikhail",g,TUR,2631,31,1959
27-07-08,102,"Vescovi, Giovanni",g,BRA,2631,24,1978
27-07-08,103,"Ganguly, Surya Shekhar",g,IND,2631,17,1983
27-10-08,1,"Topalov, Veselin",g,BUL,2791,10,1975
27-10-08,2,"Morozevich, Alexander",g,RUS,2787,9,1977
27-10-08,3,"Ivanchuk, Vassily",g,UKR,2786,50,1969
27-10-08,4,"Carlsen, Magnus",g,NOR,2786,31,1990
27-10-08,5,"Anand, Viswanathan",g,IND,2783,10,1969
27-10-08,6,"Kramnik, Vladimir",g,RUS,2772,16,1975
27-10-08,7,"Aronian, Levon",g,ARM,2757,23,1982
27-10-08,8,"Radjabov, Teimour",g,AZE,2752,23,1987
27-10-08,9,"Leko, Peter",g,HUN,2747,16,1979
27-10-08,10,"Jakovenko, Dmitry",g,RUS,2737,39,1983
27-10-08,11,"Wang, Yue",g,CHN,2736,23,1987
27-10-08,12,"Adams, Michael",g,ENG,2734,16,1971
27-10-08,13,"Movsesian, Sergei",g,SVK,2732,12,1978
27-10-08,14,"Mamedyarov, Shakhriyar",g,AZE,2731,16,1985
27-10-08,15,"Karjakin, Sergey",g,UKR,2730,24,1990
27-10-08,16,"Kamsky, Gata",g,USA,2729,22,1974
27-10-08,17,"Svidler, Peter",g,RUS,2727,24,1976
27-10-08,18,"Shirov, Alexei",g,ESP,2726,34,1972
27-10-08,19,"Eljanov, Pavel",g,UKR,2720,26,1983
27-10-08,20,"Gelfand, Boris",g,ISR,2719,27,1968
27-10-08,21,"Dominguez Perez, Leinier",g,CUB,2719,15,1983
27-10-08,22,"Ponomariov, Ruslan",g,UKR,2719,14,1983
27-10-08,23,"Grischuk, Alexander",g,RUS,2719,13,1983
27-10-08,24,"Vachier-Lagrave, Maxime",g,FRA,2716,30,1990
27-10-08,25,"Alekseev, Evgeny",g,RUS,2715,30,1985
27-10-08,26,"Bu, Xiangzhi",g,CHN,2714,9,1985
27-10-08,27,"Polgar, Judit",g,HUN,2711,0,1976
27-10-08,28,"Ni, Hua",g,CHN,2710,5,1983
27-10-08,29,"Bacrot, Etienne",g,FRA,2705,23,1983
27-10-08,30,"Nakamura, Hikaru",g,USA,2704,6,1987
27-10-08,31,"Gashimov, Vugar",g,AZE,2703,27,1986
27-10-08,32,"Rublevsky, Sergei",g,RUS,2702,14,1974
27-10-08,33,"Cheparinov, Ivan",g,BUL,2696,28,1986
27-10-08,34,"Wang, Hao",g,CHN,2696,9,1989
27-10-08,35,"Sasikiran, Krishnan",g,IND,2694,9,1981
27-10-08,36,"Tiviakov, Sergei",g,NED,2686,56,1973
27-10-08,37,"Nisipeanu, Liviu-Dieter",g,ROU,2684,19,1976
27-10-08,38,"Najer, Evgeniy",g,RUS,2682,20,1977
27-10-08,39,"Bologan, Viktor",g,MDA,2682,9,1971
27-10-08,40,"Milov, Vadim",g,SUI,2681,9,1972
27-10-08,41,"Efimenko, Zahar",g,UKR,2680,10,1985
27-10-08,42,"Akopian, Vladimir",g,ARM,2679,5,1971
27-10-08,43,"Moiseenko, Alexander",g,UKR,2678,40,1980
27-10-08,44,"Naiditsch, Arkadij",g,GER,2678,17,1985
27-10-08,45,"Roiz, Michael",g,ISR,2677,32,1983
27-10-08,46,"Fressinet, Laurent",g,FRA,2676,12,1981
27-10-08,47,"Malakhov, Vladimir",g,RUS,2675,21,1980
27-10-08,48,"Postny, Evgeny",g,ISR,2674,40,1981
27-10-08,49,"Motylev, Alexander",g,RUS,2672,11,1979
27-10-08,50,"Kasimdzhanov, Rustam",g,UZB,2672,5,1979
27-10-08,51,"Timofeev, Artyom",g,RUS,2670,20,1985
27-10-08,52,"Dreev, Alexey",g,RUS,2670,5,1969
27-10-08,53,"Inarkiev, Ernesto",g,RUS,2669,22,1985
27-10-08,54,"Nikolic, Predrag",g,BIH,2669,0,1960
27-10-08,55,"Vallejo Pons, Francisco",g,ESP,2664,22,1982
27-10-08,56,"Jobava, Baadur",g,GEO,2664,12,1983
27-10-08,57,"Areshchenko, Alexander",g,UKR,2664,0,1986
27-10-08,58,"Tkachiev, Vladislav",g,FRA,2664,0,1973
27-10-08,59,"Almasi, Zoltan",g,HUN,2663,5,1976
27-10-08,60,"Nielsen, Peter Heine",g,DEN,2662,10,1973
27-10-08,61,"Volokitin, Andrei",g,UKR,2659,29,1986
27-10-08,62,"Harikrishna, P.",g,IND,2659,12,1986
27-10-08,63,"Ivanisevic, Ivan",g,SRB,2658,42,1977
27-10-08,64,"Avrukh, Boris",g,ISR,2657,16,1978
27-10-08,65,"Riazantsev, Alexander",g,RUS,2656,32,1985
27-10-08,66,"Grachev, Boris",g,RUS,2653,22,1986
27-10-08,67,"Lastin, Alexander",g,RUS,2651,20,1976
27-10-08,68,"Sutovsky, Emil",g,ISR,2651,19,1977
27-10-08,69,"Karpov, Anatoly",g,RUS,2651,0,1951
27-10-08,70,"Guseinov, Gadir",g,AZE,2650,20,1986
27-10-08,71,"Sokolov, Ivan",g,NED,2650,11,1968
27-10-08,72,"Smirin, Ilia",g,ISR,2649,27,1968
27-10-08,73,"Zhang, Zhong",g,SIN,2649,20,1978
27-10-08,74,"Savchenko, Boris",g,RUS,2648,43,1986
27-10-08,75,"Khenkin, Igor",g,GER,2647,20,1968
27-10-08,76,"Bareev, Evgeny",g,RUS,2647,15,1966
27-10-08,77,"Tregubov, Pavel V.",g,RUS,2646,12,1971
27-10-08,78,"Zvjaginsev, Vadim",g,RUS,2646,11,1976
27-10-08,79,"Tomashevsky, Evgeny",g,RUS,2646,0,1987
27-10-08,80,"Berkes, Ferenc",g,HUN,2645,27,1985
27-10-08,81,"Georgiev, Kiril",g,BUL,2645,23,1965
27-10-08,82,"Onischuk, Alexander",g,USA,2644,30,1975
27-10-08,83,"Sadvakasov, Darmen",g,KAZ,2643,16,1979
27-10-08,84,"Sargissian, Gabriel",g,ARM,2642,12,1983
27-10-08,85,"Short, Nigel D",g,ENG,2642,11,1965
27-10-08,86,"Sakaev, Konstantin",g,RUS,2640,11,1974
27-10-08,87,"Caruana, Fabiano",g,ITA,2640,10,1992
27-10-08,88,"Kazhgaleyev, Murtas",g,KAZ,2640,9,1973
27-10-08,89,"Nyback, Tomi",g,FIN,2639,20,1985
27-10-08,90,"Vitiugov, Nikita",g,RUS,2638,21,1987
27-10-08,91,"Graf, Alexander",g,GER,2636,32,1962
27-10-08,92,"Zhang, Pengxiang",g,CHN,2636,4,1980
27-10-08,93,"Vescovi, Giovanni",g,BRA,2635,9,1978
27-10-08,94,"Amonatov, Farrukh",g,TJK,2634,29,1978
27-10-08,95,"Gurevich, Mikhail",g,TUR,2634,19,1959
27-10-08,96,"Gustafsson, Jan",g,GER,2634,12,1979
27-10-08,97,"Seirawan, Yasser",g,USA,2634,0,1960
27-10-08,98,"Malakhatko, Vadim",g,BEL,2633,69,1977
27-10-08,99,"Navara, David",g,CZE,2633,22,1985
27-10-08,100,"Istratescu, Andrei",g,ROU,2633,9,1975
27-01-09,1,"Topalov, Veselin",g,BUL,2796,8,1975
27-01-09,2,"Anand, Viswanathan",g,IND,2791,11,1969
27-01-09,3,"Ivanchuk, Vassily",g,UKR,2779,19,1969
27-01-09,4,"Carlsen, Magnus",g,NOR,2776,17,1990
27-01-09,5,"Morozevich, Alexander",g,RUS,2771,20,1977
27-01-09,6,"Radjabov, Teimour",g,AZE,2761,27,1987
27-01-09,7,"Jakovenko, Dmitry",g,RUS,2760,40,1983
27-01-09,8,"Kramnik, Vladimir",g,RUS,2759,20,1975
27-01-09,9,"Leko, Peter",g,HUN,2751,23,1979
27-01-09,10,"Movsesian, Sergei",g,SVK,2751,16,1978
27-01-09,11,"Aronian, Levon",g,ARM,2750,16,1982
27-01-09,12,"Shirov, Alexei",g,ESP,2745,19,1972
27-01-09,13,"Wang, Yue",g,CHN,2739,28,1987
27-01-09,14,"Grischuk, Alexander",g,RUS,2733,28,1983
27-01-09,15,"Gelfand, Boris",g,ISR,2733,17,1968
27-01-09,16,"Ponomariov, Ruslan",g,UKR,2726,9,1983
27-01-09,17,"Kamsky, Gata",g,USA,2725,16,1974
27-01-09,18,"Mamedyarov, Shakhriyar",g,AZE,2724,29,1985
27-01-09,19,"Gashimov, Vugar",g,AZE,2723,28,1986
27-01-09,20,"Svidler, Peter",g,RUS,2723,27,1976
27-01-09,21,"Bacrot, Etienne",g,FRA,2722,40,1983
27-01-09,22,"Alekseev, Evgeny",g,RUS,2718,33,1985
27-01-09,23,"Dominguez Perez, Leinier",g,CUB,2717,10,1983
27-01-09,24,"Adams, Michael",g,ENG,2712,29,1971
27-01-09,25,"Sasikiran, Krishnan",g,IND,2711,24,1981
27-01-09,26,"Ni, Hua",g,CHN,2709,15,1983
27-01-09,27,"Karjakin, Sergey",g,UKR,2706,17,1990
27-01-09,28,"Vallejo Pons, Francisco",g,ESP,2702,34,1982
27-01-09,29,"Bu, Xiangzhi",g,CHN,2702,9,1985
27-01-09,30,"Rublevsky, Sergei",g,RUS,2702,0,1974
27-01-09,31,"Akopian, Vladimir",g,ARM,2700,33,1971
27-01-09,32,"Nakamura, Hikaru",g,USA,2699,19,1987
27-01-09,33,"Vachier-Lagrave, Maxime",g,FRA,2696,28,1990
27-01-09,34,"Eljanov, Pavel",g,UKR,2693,29,1983
27-01-09,35,"Naiditsch, Arkadij",g,GER,2693,17,1985
27-01-09,36,"Polgar, Judit",g,HUN,2693,8,1976
27-01-09,37,"Malakhov, Vladimir",g,RUS,2692,18,1980
27-01-09,38,"Wang, Hao",g,CHN,2691,7,1989
27-01-09,39,"Dreev, Alexey",g,RUS,2688,24,1969
27-01-09,40,"Efimenko, Zahar",g,UKR,2688,15,1985
27-01-09,41,"Vitiugov, Nikita",g,RUS,2687,28,1987
27-01-09,42,"Kasimdzhanov, Rustam",g,UZB,2687,22,1979
27-01-09,43,"Bologan, Viktor",g,MDA,2687,15,1971
27-01-09,44,"Tiviakov, Sergei",g,NED,2685,10,1973
27-01-09,45,"Almasi, Zoltan",g,HUN,2681,27,1976
27-01-09,46,"Cheparinov, Ivan",g,BUL,2679,31,1986
27-01-09,47,"Sargissian, Gabriel",g,ARM,2677,20,1983
27-01-09,48,"Moiseenko, Alexander",g,UKR,2676,9,1980
27-01-09,49,"Motylev, Alexander",g,RUS,2676,6,1979
27-01-09,50,"Nisipeanu, Liviu-Dieter",g,ROU,2675,25,1976
27-01-09,51,"Harikrishna, P.",g,IND,2673,26,1986
27-01-09,52,"Areshchenko, Alexander",g,UKR,2673,5,1986
27-01-09,53,"Timofeev, Artyom",g,RUS,2671,26,1985
27-01-09,54,"Volokitin, Andrei",g,UKR,2671,21,1986
27-01-09,55,"Jobava, Baadur",g,GEO,2669,24,1983
27-01-09,56,"Najer, Evgeniy",g,RUS,2669,18,1977
27-01-09,57,"Milov, Vadim",g,SUI,2669,10,1972
27-01-09,58,"Miroshnichenko, Evgenij",g,UKR,2667,23,1978
27-01-09,59,"Fressinet, Laurent",g,FRA,2666,8,1981
27-01-09,60,"Tomashevsky, Evgeny",g,RUS,2664,19,1987
27-01-09,61,"Short, Nigel D",g,ENG,2663,31,1965
27-01-09,62,"Guseinov, Gadir",g,AZE,2661,17,1986
27-01-09,63,"Nielsen, Peter Heine",g,DEN,2660,10,1973
27-01-09,64,"Sutovsky, Emil",g,ISR,2660,7,1977
27-01-09,65,"Onischuk, Alexander",g,USA,2659,25,1975
27-01-09,66,"Sokolov, Ivan",g,NED,2657,17,1968
27-01-09,67,"Tkachiev, Vladislav",g,FRA,2657,8,1973
27-01-09,68,"Inarkiev, Ernesto",g,RUS,2656,30,1985
27-01-09,69,"Zhang, Zhong",g,SIN,2656,9,1978
27-01-09,70,"Grachev, Boris",g,RUS,2655,14,1986
27-01-09,71,"Savchenko, Boris",g,RUS,2654,19,1986
27-01-09,72,"Postny, Evgeny",g,ISR,2652,28,1981
27-01-09,73,"Berkes, Ferenc",g,HUN,2651,9,1985
27-01-09,74,"Predojevic, Borki",g,BIH,2650,36,1987
27-01-09,75,"Fridman, Daniel",g,GER,2650,30,1976
27-01-09,76,"Rodshtein, Maxim",g,ISR,2650,25,1989
27-01-09,77,"Bocharov, Dmitry",g,RUS,2647,36,1982
27-01-09,78,"Amonatov, Farrukh",g,TJK,2647,26,1978
27-01-09,79,"Roiz, Michael",g,ISR,2647,24,1983
27-01-09,80,"Smirin, Ilia",g,ISR,2647,14,1968
27-01-09,81,"Delchev, Aleksander",g,BUL,2647,9,1971
27-01-09,82,"Tregubov, Pavel V.",g,RUS,2647,9,1971
27-01-09,83,"Beliavsky, Alexander G",g,SLO,2646,35,1953
27-01-09,84,"Caruana, Fabiano",g,ITA,2646,22,1992
27-01-09,85,"Avrukh, Boris",g,ISR,2645,23,1978
27-01-09,86,"Bareev, Evgeny",g,RUS,2645,4,1966
27-01-09,87,"Nyback, Tomi",g,FIN,2644,15,1985
27-01-09,88,"Khenkin, Igor",g,GER,2644,10,1968
27-01-09,89,"Graf, Alexander",g,GER,2644,9,1962
27-01-09,90,"Karpov, Anatoly",g,RUS,2644,8,1951
27-01-09,91,"Zhang, Pengxiang",g,CHN,2644,7,1980
27-01-09,92,"Lastin, Alexander",g,RUS,2643,13,1976
27-01-09,93,"Shulman, Yuri",g,USA,2639,20,1975
27-01-09,94,"Mamedov, Rauf",g,AZE,2638,16,1988
27-01-09,95,"Navara, David",g,CZE,2638,10,1985
27-01-09,96,"Aleksandrov, Aleksej",g,BLR,2636,29,1973
27-01-09,97,"Zvjaginsev, Vadim",g,RUS,2636,11,1976
27-01-09,98,"Vescovi, Giovanni",g,BRA,2635,0,1978
27-01-09,99,"Georgiev, Kiril",g,BUL,2634,28,1965
27-01-09,100,"Riazantsev, Alexander",g,RUS,2634,19,1985
27-01-09,101,"Gustafsson, Jan",g,GER,2634,8,1979
27-01-09,102,"Kobalia, Mikhail",g,RUS,2634,7,1978
27-04-09,1,"Topalov, Veselin",g,BUL,2812,17,1975
27-04-09,2,"Anand, Viswanathan",g,IND,2783,14,1969
27-04-09,3,"Carlsen, Magnus",g,NOR,2770,27,1990
27-04-09,4,"Kramnik, Vladimir",g,RUS,2759,0,1975
27-04-09,5,"Radjabov, Teimour",g,AZE,2756,27,1987
27-04-09,6,"Aronian, Levon",g,ARM,2754,37,1982
27-04-09,7,"Jakovenko, Dmitry",g,RUS,2753,5,1983
27-04-09,8,"Morozevich, Alexander",g,RUS,2751,13,1977
27-04-09,9,"Leko, Peter",g,HUN,2751,0,1979
27-04-09,10,"Grischuk, Alexander",g,RUS,2748,14,1983
27-04-09,11,"Movsesian, Sergei",g,SVK,2747,23,1978
27-04-09,12,"Ivanchuk, Vassily",g,UKR,2746,37,1969
27-04-09,13,"Shirov, Alexei",g,ESP,2745,0,1972
27-04-09,14,"Wang, Yue",g,CHN,2738,38,1987
27-04-09,15,"Gelfand, Boris",g,ISR,2733,0,1968
27-04-09,16,"Gashimov, Vugar",g,AZE,2730,10,1986
27-04-09,17,"Bacrot, Etienne",g,FRA,2728,9,1983
27-04-09,18,"Svidler, Peter",g,RUS,2726,25,1976
27-04-09,19,"Ponomariov, Ruslan",g,UKR,2726,0,1983
27-04-09,20,"Mamedyarov, Shakhriyar",g,AZE,2725,6,1985
27-04-09,21,"Ni, Hua",g,CHN,2724,16,1983
27-04-09,22,"Dominguez Perez, Leinier",g,CUB,2721,27,1983
27-04-09,23,"Karjakin, Sergey",g,UKR,2721,19,1990
27-04-09,24,"Kamsky, Gata",g,USA,2720,20,1974
27-04-09,25,"Alekseev, Evgeny",g,RUS,2716,5,1985
27-04-09,26,"Malakhov, Vladimir",g,RUS,2709,26,1980
27-04-09,27,"Bu, Xiangzhi",g,CHN,2704,18,1985
27-04-09,28,"Adams, Michael",g,ENG,2703,13,1971
27-04-09,29,"Rublevsky, Sergei",g,RUS,2702,0,1974
27-04-09,30,"Nakamura, Hikaru",g,USA,2701,10,1987
27-04-09,31,"Naiditsch, Arkadij",g,GER,2700,21,1985
27-04-09,32,"Tiviakov, Sergei",g,NED,2697,38,1973
27-04-09,33,"Wang, Hao",g,CHN,2696,29,1989
27-04-09,34,"Akopian, Vladimir",g,ARM,2696,11,1971
27-04-09,35,"Kasimdzhanov, Rustam",g,UZB,2695,14,1979
27-04-09,36,"Eljanov, Pavel",g,UKR,2693,0,1983
27-04-09,37,"Polgar, Judit",g,HUN,2693,0,1976
27-04-09,38,"Moiseenko, Alexander",g,UKR,2690,15,1980
27-04-09,39,"Bologan, Viktor",g,MDA,2690,11,1971
27-04-09,40,"Vallejo Pons, Francisco",g,ESP,2688,31,1982
27-04-09,41,"Vitiugov, Nikita",g,RUS,2688,20,1987
27-04-09,42,"Jobava, Baadur",g,GEO,2687,16,1983
27-04-09,43,"Harikrishna, P.",g,IND,2686,30,1986
27-04-09,44,"Almasi, Zoltan",g,HUN,2685,9,1976
27-04-09,45,"Onischuk, Alexander",g,USA,2684,28,1975
27-04-09,46,"Tomashevsky, Evgeny",g,RUS,2684,24,1987
27-04-09,47,"Vachier-Lagrave, Maxime",g,FRA,2684,10,1990
27-04-09,48,"Sasikiran, Krishnan",g,IND,2682,20,1981
27-04-09,49,"Efimenko, Zahar",g,UKR,2682,19,1985
27-04-09,50,"Miroshnichenko, Evgenij",g,UKR,2680,17,1978
27-04-09,51,"Cheparinov, Ivan",g,BUL,2678,11,1986
27-04-09,52,"Motylev, Alexander",g,RUS,2677,29,1979
27-04-09,53,"Timofeev, Artyom",g,RUS,2677,20,1985
27-04-09,54,"Inarkiev, Ernesto",g,RUS,2676,27,1985
27-04-09,55,"Nisipeanu, Liviu-Dieter",g,ROU,2675,11,1976
27-04-09,56,"Short, Nigel D",g,ENG,2674,13,1965
27-04-09,57,"Volokitin, Andrei",g,UKR,2671,23,1986
27-04-09,58,"Sokolov, Ivan",g,NED,2669,23,1968
27-04-09,59,"Najer, Evgeniy",g,RUS,2669,0,1977
27-04-09,60,"Dreev, Alexey",g,RUS,2668,38,1969
27-04-09,61,"Nielsen, Peter Heine",g,DEN,2668,3,1973
27-04-09,62,"Fressinet, Laurent",g,FRA,2664,11,1981
27-04-09,63,"Sargissian, Gabriel",g,ARM,2660,23,1983
27-04-09,64,"Sutovsky, Emil",g,ISR,2660,0,1977
27-04-09,65,"Guseinov, Gadir",g,AZE,2659,20,1986
27-04-09,66,"Milov, Vadim",g,SUI,2659,18,1972
27-04-09,67,"Kurnosov, Igor",g,RUS,2658,38,1985
27-04-09,68,"Areshchenko, Alexander",g,UKR,2657,39,1986
27-04-09,69,"Tkachiev, Vladislav",g,FRA,2657,0,1973
27-04-09,70,"Fedorchuk, Sergey A.",g,UKR,2656,25,1981
27-04-09,71,"Pashikian, Arman",g,ARM,2655,43,1987
27-04-09,72,"Savchenko, Boris",g,RUS,2655,29,1986
27-04-09,73,"Nyback, Tomi",g,FIN,2655,13,1985
27-04-09,74,"Navara, David",g,CZE,2654,24,1985
27-04-09,75,"Grachev, Boris",g,RUS,2652,29,1986
27-04-09,76,"Predojevic, Borki",g,BIH,2652,20,1987
27-04-09,77,"Lastin, Alexander",g,RUS,2650,9,1976
27-04-09,78,"Caruana, Fabiano",g,ITA,2649,31,1992
27-04-09,79,"Amonatov, Farrukh",g,TJK,2648,18,1978
27-04-09,80,"Postny, Evgeny",g,ISR,2648,11,1981
27-04-09,81,"Delchev, Aleksander",g,BUL,2648,7,1971
27-04-09,82,"Avrukh, Boris",g,ISR,2647,10,1978
27-04-09,83,"Fridman, Daniel",g,GER,2646,9,1976
27-04-09,84,"Kobalia, Mikhail",g,RUS,2645,26,1978
27-04-09,85,"Mamedov, Rauf",g,AZE,2645,20,1988
27-04-09,86,"Karpov, Anatoly",g,RUS,2644,0,1951
27-04-09,87,"Li, Chao b",g,CHN,2643,46,1989
27-04-09,88,"Meier, Georg",g,GER,2641,37,1987
27-04-09,89,"So, Wesley",g,PHI,2641,29,1993
27-04-09,90,"Smirin, Ilia",g,ISR,2641,9,1968
27-04-09,91,"Beliavsky, Alexander G",g,SLO,2640,21,1953
27-04-09,92,"Berkes, Ferenc",g,HUN,2638,21,1985
27-04-09,93,"Zhang, Pengxiang",g,CHN,2638,6,1980
27-04-09,94,"Georgiev, Kiril",g,BUL,2637,11,1965
27-04-09,95,"Socko, Bartosz",g,POL,2637,10,1978
27-04-09,96,"Bareev, Evgeny",g,RUS,2636,9,1966
27-04-09,97,"Zhou, Jianchao",g,CHN,2635,35,1988
27-04-09,98,"Riazantsev, Alexander",g,RUS,2635,28,1985
27-04-09,99,"Zvjaginsev, Vadim",g,RUS,2635,22,1976
27-04-09,100,"Roiz, Michael",g,ISR,2635,17,1983
27-07-09,1,"Topalov, Veselin",g,BUL,2813,10,1975
27-07-09,2,"Anand, Viswanathan",g,IND,2788,2,1969
27-07-09,3,"Carlsen, Magnus",g,NOR,2772,12,1990
27-07-09,4,"Aronian, Levon",g,ARM,2768,13,1982
27-07-09,5,"Jakovenko, Dmitry",g,RUS,2760,15,1983
27-07-09,6,"Kramnik, Vladimir",g,RUS,2759,0,1975
27-07-09,7,"Leko, Peter",g,HUN,2756,13,1979
27-07-09,8,"Radjabov, Teimour",g,AZE,2756,0,1987
27-07-09,9,"Gelfand, Boris",g,ISR,2755,27,1968
27-07-09,10,"Morozevich, Alexander",g,RUS,2751,0,1977
27-07-09,11,"Gashimov, Vugar",g,AZE,2740,9,1986
27-07-09,12,"Svidler, Peter",g,RUS,2739,36,1976
27-07-09,13,"Wang, Yue",g,CHN,2736,10,1987
27-07-09,14,"Grischuk, Alexander",g,RUS,2733,20,1983
27-07-09,15,"Shirov, Alexei",g,ESP,2732,38,1972
27-07-09,16,"Ponomariov, Ruslan",g,UKR,2727,3,1983
27-07-09,17,"Bacrot, Etienne",g,FRA,2721,32,1983
27-07-09,18,"Kamsky, Gata",g,USA,2717,22,1974
27-07-09,19,"Mamedyarov, Shakhriyar",g,AZE,2717,17,1985
27-07-09,20,"Karjakin, Sergey",g,UKR,2717,13,1990
27-07-09,21,"Eljanov, Pavel",g,UKR,2716,44,1983
27-07-09,22,"Movsesian, Sergei",g,SVK,2716,31,1978
27-07-09,23,"Dominguez Perez, Leinier",g,CUB,2716,10,1983
27-07-09,24,"Alekseev, Evgeny",g,RUS,2714,20,1985
27-07-09,25,"Akopian, Vladimir",g,ARM,2712,13,1971
27-07-09,26,"Nakamura, Hikaru",g,USA,2710,35,1987
27-07-09,27,"Motylev, Alexander",g,RUS,2710,16,1979
27-07-09,28,"Malakhov, Vladimir",g,RUS,2707,7,1980
27-07-09,29,"Vachier-Lagrave, Maxime",g,FRA,2703,31,1990
27-07-09,30,"Ivanchuk, Vassily",g,UKR,2703,30,1969
27-07-09,31,"Rublevsky, Sergei",g,RUS,2703,16,1974
27-07-09,32,"Bu, Xiangzhi",g,CHN,2702,11,1985
27-07-09,33,"Ni, Hua",g,CHN,2701,17,1983
27-07-09,34,"Onischuk, Alexander",g,USA,2699,34,1975
27-07-09,35,"Adams, Michael",g,ENG,2699,7,1971
27-07-09,36,"Naiditsch, Arkadij",g,GER,2697,41,1985
27-07-09,37,"Miroshnichenko, Evgenij",g,UKR,2696,29,1978
27-07-09,38,"Vallejo Pons, Francisco",g,ESP,2693,7,1982
27-07-09,39,"Wang, Hao",g,CHN,2690,38,1989
27-07-09,40,"Bologan, Viktor",g,MDA,2689,12,1971
27-07-09,41,"Tomashevsky, Evgeny",g,RUS,2689,6,1987
27-07-09,42,"Navara, David",g,CZE,2687,19,1985
27-07-09,43,"Polgar, Judit",g,HUN,2687,1,1976
27-07-09,44,"Short, Nigel D",g,ENG,2684,14,1965
27-07-09,45,"Jobava, Baadur",g,GEO,2684,2,1983
27-07-09,46,"Almasi, Zoltan",g,HUN,2684,1,1976
27-07-09,47,"Moiseenko, Alexander",g,UKR,2682,9,1980
27-07-09,48,"Timofeev, Artyom",g,RUS,2681,7,1985
27-07-09,49,"Vitiugov, Nikita",g,RUS,2681,6,1987
27-07-09,50,"Nielsen, Peter Heine",g,DEN,2680,17,1973
27-07-09,51,"Harikrishna, P.",g,IND,2679,24,1986
27-07-09,52,"Volokitin, Andrei",g,UKR,2678,14,1986
27-07-09,53,"Cheparinov, Ivan",g,BUL,2678,0,1986
27-07-09,54,"Sutovsky, Emil",g,ISR,2675,27,1977
27-07-09,55,"Inarkiev, Ernesto",g,RUS,2675,15,1985
27-07-09,56,"Nisipeanu, Liviu-Dieter",g,ROU,2675,10,1976
27-07-09,57,"Tiviakov, Sergei",g,NED,2674,34,1973
27-07-09,58,"Kasimdzhanov, Rustam",g,UZB,2672,29,1979
27-07-09,59,"Caruana, Fabiano",g,ITA,2670,25,1992
27-07-09,60,"Grachev, Boris",g,RUS,2669,19,1986
27-07-09,61,"Sasikiran, Krishnan",g,IND,2669,18,1981
